"","participant_num","rowNo","type","stim1","color","key","condition1","condition2","feedback","trialText","stimFormat","ITI","button1","keyboard","random","required","head","responseType","responseOptions","stimSize","string","rarity","color_noncolor","Zipf.SUBTLEX_UK","Length","combined_condition","congruence_condition","1:2","ITI_ms","ITI_f","ITI_fDuration","timestamp","response","RT","correct","responseCode"
"156","2",43,"test","BROWN","stim1: blue",2,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","brown","common","color",5.01,5,"common_color","incongruent",2,400,24,16.67,157154,"2",989,1,NA
"157","2",26,"test","BLACK","stim1: blue",2,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","black","common","color",5.26,5,"common_color","incongruent",1,400,24,16.68,158446,"2",898,1,NA
"158","2",65,"test","OCHRE","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","ochre","rare","color",2.77,5,"rare_color","control",2,400,24,16.65,159635,"1",804,1,NA
"159","2",29,"test","BLACK","stim1: brown",4,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","black","common","color",5.26,5,"common_color","incongruent",2,400,24,16.67,160745,"3",713,0,NA
"160","2",51,"test","GREEN","stim1: blue",2,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","green","common","color",5.22,5,"common_color","incongruent",2,400,24,16.66,162576,"2",1444,1,NA
"161","2",63,"test","MAUVE","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",2,400,24,16.66,163926,"3",960,1,NA
"162","2",21,"test","AQUA","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","aqua","rare","color",2.98,4,"rare_color","control",2,400,24,16.67,165191,"4",876,1,NA
"163","2",73,"test","SEPIA","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","sepia","rare","color",2.38,5,"rare_color","control",2,400,24,16.68,166296,"1",714,1,NA
"164","2",77,"test","SEPIA","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","sepia","rare","color",2.38,5,"rare_color","control",2,400,24,16.66,167508,"4",826,1,NA
"165","2",89,"test","FAST","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","fast","common","noncolor",5.09,4,"common_noncolor","control",NA,400,24,16.67,168701,"2",803,1,NA
"166","2",53,"test","GREEN","stim1: brown",4,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","green","common","color",5.22,5,"common_color","incongruent",2,400,24,16.65,170078,"4",979,1,NA
"167","2",20,"test","AQUA","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","aqua","rare","color",2.98,4,"rare_color","control",1,400,24,16.66,171188,"4",722,1,NA
"168","2",108,"test","TUSK","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","tusk","rare","noncolor",3,4,"rare_noncolor","control",NA,400,24,16.66,172423,"1",841,1,NA
"169","2",82,"test","APEX","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","apex","rare","noncolor",2.96,4,"rare_noncolor","control",NA,400,24,16.65,173431,"4",615,1,NA
"170","2",37,"test","BLUE","stim1: brown",4,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","incongruent",2,400,24,16.66,174673,"4",858,1,NA
"171","2",69,"test","OCHRE","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","ochre","rare","color",2.77,5,"rare_color","control",2,400,24,16.65,175623,"4",557,1,NA
"172","2",104,"test","SMALL","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","small","common","noncolor",5.43,5,"common_noncolor","control",NA,400,24,16.66,176461,"1",446,1,NA
"173","2",61,"test","MAUVE","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",2,400,24,16.66,177273,"4",424,1,NA
"174","2",91,"test","FAST","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","fast","common","noncolor",5.09,4,"common_noncolor","control",NA,400,24,16.68,178345,"3",680,1,NA
"175","2",44,"test","BROWN","stim1: brown",4,"critical","congruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","brown","common","color",5.01,5,"common_color","congruent",1,400,24,16.65,179364,"4",632,1,NA
"176","2",72,"test","SEPIA","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","sepia","rare","color",2.38,5,"rare_color","control",1,400,24,16.65,180386,"1",621,1,NA
"177","2",48,"test","GREEN","stim1: black",1,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","green","common","color",5.22,5,"common_color","incongruent",1,400,24,16.67,181245,"4",464,0,NA
"178","2",45,"test","BROWN","stim1: brown",4,"critical","congruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","brown","common","color",5.01,5,"common_color","congruent",2,400,24,16.67,183209,"4",1577,1,NA
"179","2",71,"test","OCHRE","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","ochre","rare","color",2.77,5,"rare_color","control",2,400,24,16.68,184926,"3",1327,1,NA
"180","2",19,"test","AQUA","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","aqua","rare","color",2.98,4,"rare_color","control",2,400,24,16.65,186075,"2",759,1,NA
"181","2",49,"test","GREEN","stim1: black",1,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","green","common","color",5.22,5,"common_color","incongruent",2,400,24,16.66,187132,"1",666,1,NA
"182","2",106,"test","SMALL","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","small","common","noncolor",5.43,5,"common_noncolor","control",NA,400,24,16.67,188318,"3",786,0,NA
"183","2",58,"test","MAUVE","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",1,400,24,16.66,190074,"2",1359,1,NA
"184","2",56,"test","MAUVE","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",1,400,24,16.67,191137,"1",671,1,NA
"185","2",97,"test","NYMPH","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","nymph","rare","noncolor",2.72,5,"rare_noncolor","control",NA,400,24,16.67,192737,"2",1204,1,NA
"186","2",86,"test","BIG","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","big","common","noncolor",5.94,3,"common_noncolor","control",NA,400,24,16.65,193690,"4",557,1,NA
"187","2",79,"test","SEPIA","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","sepia","rare","color",2.38,5,"rare_color","control",2,400,24,16.68,194698,"3",615,1,NA
"188","2",34,"test","BLUE","stim1: blue",2,"critical","congruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","congruent",1,400,24,16.67,196027,"2",928,1,NA
"189","2",103,"test","SLOW","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","slow","common","noncolor",4.81,4,"common_noncolor","control",NA,400,24,16.68,197237,"3",821,1,NA
"190","2",33,"test","BLUE","stim1: black",1,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","incongruent",2,400,24,16.68,198253,"1",620,1,NA
"191","2",31,"test","BLACK","stim1: green",3,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","black","common","color",5.26,5,"common_color","incongruent",2,400,24,16.68,200003,"3",1354,1,NA
"192","2",109,"test","TUSK","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","tusk","rare","noncolor",3,4,"rare_noncolor","control",NA,400,24,16.65,201265,"2",866,1,NA
"193","2",64,"test","OCHRE","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","ochre","rare","color",2.77,5,"rare_color","control",1,400,24,16.68,202330,"1",663,1,NA
"194","2",96,"test","NYMPH","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","nymph","rare","noncolor",2.72,5,"rare_noncolor","control",NA,400,24,16.66,203316,"1",600,1,NA
"195","2",36,"test","BLUE","stim1: brown",4,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","incongruent",1,400,24,16.66,204248,"4",532,1,NA
"196","2",88,"test","FAST","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","fast","common","noncolor",5.09,4,"common_noncolor","control",NA,400,24,16.67,205459,"1",809,1,NA
"197","2",40,"test","BROWN","stim1: black",1,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","brown","common","color",5.01,5,"common_color","incongruent",1,400,24,16.65,206724,"1",874,1,NA
"198","2",39,"test","BLUE","stim1: green",3,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","blue","common","color",5.16,4,"common_color","incongruent",2,400,24,16.67,208056,"3",940,1,NA
"199","2",60,"test","MAUVE","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",1,400,24,16.67,209240,"4",790,1,NA
"200","2",52,"test","GREEN","stim1: brown",4,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","green","common","color",5.22,5,"common_color","incongruent",1,400,24,16.67,210290,"4",657,1,NA
"201","2",101,"test","SLOW","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","slow","common","noncolor",4.81,4,"common_noncolor","control",NA,400,24,16.65,211672,"2",989,1,NA
"202","2",78,"test","SEPIA","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","sepia","rare","color",2.38,5,"rare_color","control",1,400,24,16.66,212526,"3",460,1,NA
"203","2",25,"test","BLACK","stim1: black",1,"critical","congruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","black","common","color",5.26,5,"common_color","congruent",2,400,24,16.67,213604,"1",687,1,NA
"204","2",50,"test","GREEN","stim1: blue",2,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","green","common","color",5.22,5,"common_color","incongruent",1,400,24,16.67,214815,"2",815,1,NA
"205","2",62,"test","MAUVE","stim1: green",3,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",1,400,24,16.68,216447,"3",1248,1,NA
"206","2",57,"test","MAUVE","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",2,400,24,16.66,217848,"1",1015,1,NA
"207","2",105,"test","SMALL","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","small","common","noncolor",5.43,5,"common_noncolor","control",NA,400,24,16.67,218877,"3",644,0,NA
"208","2",18,"test","AQUA","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","aqua","rare","color",2.98,4,"rare_color","control",1,400,24,16.66,219959,"2",692,1,NA
"209","2",16,"test","AQUA","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","aqua","rare","color",2.98,4,"rare_color","control",1,400,24,16.68,221220,"1",870,1,NA
"210","2",42,"test","BROWN","stim1: blue",2,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","brown","common","color",5.01,5,"common_color","incongruent",1,400,24,16.68,222529,"1",913,0,NA
"211","2",102,"test","SLOW","stim1: brown",4,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","slow","common","noncolor",4.81,4,"common_noncolor","control",NA,400,24,16.67,224322,"4",1405,1,NA
"212","2",28,"test","BLACK","stim1: brown",4,"critical","incongruent",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","black","common","color",5.26,5,"common_color","incongruent",1,400,24,16.67,225806,"4",1090,1,NA
"213","2",17,"test","AQUA","stim1: black",1,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","aqua","rare","color",2.98,4,"rare_color","control",2,400,24,16.65,227014,"1",814,1,NA
"214","2",59,"test","MAUVE","stim1: blue",2,"filler","control",NA,"Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",8,NA,NA,NA,NA,"175%","mauve","rare","color",2.71,5,"rare_color","control",2,400,24,16.67,228304,"2",904,1,NA
"215","3",3,"form",NA,NA,0,NA,NA,NA,NA,NA,0,"NEXT",NA,2,1,"What is your English language READING ability?","radio","Native Speaker;High Proficiency (CEFR C1-C2);Intermediate Proficiency (CEFR B1-B2);Low Proficiency (CEFR A1-A2);No proficiency:exclusive","175%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37678,"Native Speaker",29050,0,1
"216","3",4,"form",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,3,1,"What is your Standard Mandarin (普通话) language READING ability?","radio","Native Speaker;High Proficiency (CEFR C1-C2);Intermediate Proficiency (CEFR B1-B2);Low Proficiency (CEFR A1-A2);No proficiency:exclusive","175%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37678,"No proficiency",29050,0,5
"217","3",5,"form",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,4,NA,"Are you proficient in or learning any other foreign languages? (Please include the name of the language and your proficiency self-assessment.)","box",NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37678,"French - 8 Italian - 5 Spanish - 1",29050,0,NA
"218","3",11,"test","TUSK","stim1: blue",2,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  BLUE. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,400,24,16.67,63237,"2",2001,1,NA
"219","3",10,"test","BROWN","stim1: green",3,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  GREEN. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,400,24,16.67,68213,"3",2885,1,NA
"220","3",9,"test","BLUE","stim1: blue",2,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  BLUE. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,400,24,16.66,72015,"2",1606,1,NA
"221","3",13,"test","IRK","stim1: brown",4,"practice",NA,"correct: Correct! You responded in %RT% ms ; incorrect: Incorrect! The font color was  BROWN. You responded in %RT% ms","Press 1 for BLACK, <br>2 for <span style=""color:blue;"">BLUE</span>, <br>3 for <span style=""color:green;"">GREEN</span>, and <br>4 for <span style=""color:brown;"">BROWN</span>","word",400,NA,"1 2 3 4",6,NA,NA,NA,NA,"175%",NA,NA,NA,NA,NA,NA,NA,NA,400,24,16.66,76466,"3",2508,0,NA
